     "Activity",           "ID",     "Time[ms]",           "ax",           "ay",           "az"
       Standing,              1,  1546928671613, 5.77025861e-02,-4.56702709e-03,-2.17412949e-01
       Standing,              1,  1546928671714,-2.90230364e-02,-1.64486170e-02,-1.43320084e-01
       Standing,              1,  1546928671814, 1.80847943e-03,-3.34701538e-02,-1.91184044e-01
       Standing,              1,  1546928671914,-6.04985356e-02, 1.68681145e-04,-3.32451820e-01
       Standing,              1,  1546928672015, 1.58669055e-02,-2.08204985e-03,-1.52883530e-01
       Standing,              1,  1546928672116, 2.76422352e-02, 9.91404057e-03,-2.05553055e-01
       Standing,              1,  1546928672216, 1.74480379e-02,-2.87706256e-02,-3.46778870e-01
       Standing,              1,  1546928672316, 3.54136491e+00,-1.21825051e+00, 6.32258415e-01
       Standing,              1,  1546928672417,-6.17904663e+00,-1.06625223e+00, 2.01365471e-01
       Standing,              1,  1546928672517,-2.72594124e-01,-3.03115153e+00, 4.56247330e-02
       Standing,              1,  1546928672617, 1.35152411e+00, 8.53923082e-01, 1.19157028e+00
       Standing,              1,  1546928672717,-2.46947527e+00, 5.60039806e+00, 1.29280472e+00
       Standing,              1,  1546928672818,-2.05676818e+00, 2.24583834e-01,-2.41928101e-01
       Standing,              1,  1546928672917,-2.27460456e+00,-4.05399418e+00,-4.18625832e-01
       Standing,              1,  1546928673018, 2.06867051e+00, 2.28583908e+00, 5.64240456e-01
       Standing,              1,  1546928673117, 4.16350067e-01,-3.25547725e-01,-3.87525558e-01
       Standing,              1,  1546928673218, 3.89093781e+00,-2.09716892e+00, 6.42513275e-01
       Standing,              1,  1546928673318, 8.31812978e-01, 2.06833625e+00,-7.64987946e-01
       Standing,              1,  1546928673418, 1.43649936e+00, 4.82068419e-01,-6.60088015e+00
       Standing,              1,  1546928673518, 4.25776213e-01,-1.03504650e-01, 2.63930893e+00
       Standing,              1,  1546928673619, 9.52737927e-02,-5.66129744e-01,-1.67678738e+00
       Standing,              1,  1546928673719,-9.01673436e-02,-8.88040215e-02,-4.98962402e-02
       Standing,              1,  1546928673819, 1.77152231e-01,-3.22596401e-01,-8.38851929e-03
       Standing,              1,  1546928673920, 9.76185441e-01, 6.85481787e-01,-4.31270599e-02
       Standing,              1,  1546928674020, 2.59781331e-01,-7.49401391e-01,-4.53491211e-02
