     "Activity",           "ID",     "Time[ms]",           "ax",           "ay",           "az"
        Sitting,              0,  1546920000616,-9.18623984e-01, 7.93986678e-01, 1.35953999e+00
        Sitting,              0,  1546920000716, 8.36029053e-02,-2.40074754e-01,-9.26041603e-01
        Sitting,              0,  1546920000816,-1.29761934e-01,-8.02755356e-03,-5.36756516e-02
        Sitting,              0,  1546920000916, 7.43099451e-02, 1.15977168e-01,-1.28435135e-01
        Sitting,              0,  1546920001016, 8.97835493e-02,-2.57947445e-02,-4.48055267e-02
        Sitting,              0,  1546920001116, 3.78489494e-03,-2.24626064e-02,-3.02968979e-01
        Sitting,              0,  1546920001216, 2.74755955e-02, 4.05255556e-02,-2.54960060e-01
        Sitting,              0,  1546920001316,-9.27236080e-02, 1.75789165e+00,-1.18112564e-02
        Sitting,              0,  1546920001416, 2.76128650e-01,-2.12929988e+00, 3.78068638e+00
        Sitting,              0,  1546920001516, 7.74159622e+00, 1.27524257e+00, 5.95094776e+00
        Sitting,              0,  1546920001616, 1.83691490e+00,-1.10236967e+00,-2.71794319e-01
        Sitting,              0,  1546920001716,-6.03212118e-01,-1.67946792e+00,-1.91087198e+00
        Sitting,              0,  1546920001816, 1.72898948e+00,-1.16312385e-01,-2.96033859e+00
        Sitting,              0,  1546920001916, 5.19581509e+00,-4.84755611e+00,-1.32271624e+00
        Sitting,              0,  1546920002017,-1.36665154e+00,-6.28000438e-01,-3.72741938e+00
        Sitting,              0,  1546920002116, 4.38913822e-01,-9.92283344e-01,-3.57984638e+00
        Sitting,              0,  1546920002217, 4.06009674e-01,-3.15832663e+00,-1.44001341e+00
        Sitting,              0,  1546920002316,-1.51825619e+00,-2.22104120e+00,-1.61098599e+00
        Sitting,              0,  1546920002417, 5.83138418e+00, 4.59703445e-01,-2.69881725e-01
        Sitting,              0,  1546920002517,-1.00261164e+00, 3.82957458e-02, 5.67791939e+00
        Sitting,              0,  1546920002617,-2.29096007e+00,-2.47559071e+00,-1.24059010e+00
        Sitting,              0,  1546920002717,-2.12935615e+00,-8.81163597e-01,-1.03335977e-01
        Sitting,              0,  1546920002816,-5.37813187e-01,-3.58123779e-01,-1.63377464e-01
        Sitting,              0,  1546920002917,-3.07924032e-01, 2.07740784e-01,-1.33511293e+00
        Sitting,              0,  1546920003018, 1.04737592e+00,-1.67280197e-01,-2.86961675e-01
        Sitting,              0,  1546920003118, 9.72246885e-01,-9.72652435e-02,-1.83645129e+00
        Sitting,              0,  1546920003218, 9.37245131e-01, 2.01835632e-02,-2.00614500e+00
        Sitting,              0,  1546920003317,-4.55939770e-01,-1.30318546e+00,-5.79620004e-02
        Sitting,              0,  1546920003418,-1.04385090e+00,-8.33897591e-01, 5.54432333e-01
        Sitting,              0,  1546920003518, 1.37851131e+00, 4.53653336e-02,-5.83324313e-01
        Sitting,              0,  1546920003619, 2.82658911e+00, 1.49884272e+00,-5.80470860e-01
        Sitting,              0,  1546920003719,-3.19481850e-01, 1.01200294e+00,-1.74029946e-01
        Sitting,              0,  1546920003819, 2.11944056e+00,-1.95006371e-01, 1.18692946e+00
        Sitting,              0,  1546920003919,-9.09492970e-01,-2.96025467e+00,-2.96991348e+00
        Sitting,              0,  1546920004019, 2.25192976e+00, 2.07260799e+00,-1.26237619e+00
        Sitting,              0,  1546920004119,-1.62715149e+00,-9.90885735e-01, 1.91341531e+00
        Sitting,              0,  1546920004219,-2.38836169e-01, 1.19269371e-01, 2.13682652e-03
        Sitting,              0,  1546920004320,-1.12299621e+00,-3.57170105e-01, 1.98161960e+00
        Sitting,              0,  1546920004420,-4.22271967e-01, 5.33998489e-01,-2.06081688e-01
        Sitting,              0,  1546920004519, 2.10882521e+00,-1.42443085e+00, 1.64134085e-01
        Sitting,              0,  1546920004620, 3.47041750e+00, 8.23022842e-01, 1.20165610e+00
        Sitting,              0,  1546920004720,-1.52939379e+00, 8.78768921e-01,-2.43834972e+00
        Sitting,              0,  1546920004820,-2.22862697e+00,-2.74076939e+00,-4.56867790e+00
        Sitting,              0,  1546920004920, 3.77535105e-01, 2.07384825e+00,-7.42460489e-01
        Sitting,              0,  1546920005020, 1.66164827e+00,-2.34482670e+00,-1.90214443e+00
        Sitting,              0,  1546920005121, 3.29267645e+00,-2.01000786e+00, 4.34734297e+00
        Sitting,              0,  1546920005221,-2.14878488e+00,-1.97587967e-01,-8.55481148e-01
        Sitting,              0,  1546920005320,-5.96795082e-02,-7.32892036e-01,-1.45197225e+00
        Sitting,              0,  1546920005421,-2.56163883e+00, 2.36065865e+00,-1.27427149e+00
        Sitting,              0,  1546920005520, 1.15103216e+01,-2.36972809e-01,-1.13411248e+00
        Sitting,              0,  1546920005621,-1.05265808e+01, 1.02209139e+00,-2.64143324e+00
        Sitting,              0,  1546920005721,-2.05016017e+00, 2.71966696e+00, 6.25847912e+00
        Sitting,              0,  1546920005822, 1.56314898e+00,-3.57025146e+00, 3.01441717e+00
        Sitting,              0,  1546920005922, 4.87482309e-01,-1.31605434e+00,-6.41411543e-01
        Sitting,              0,  1546920006022,-7.14996040e-01, 2.15085506e+00,-2.54461670e+00
        Sitting,              0,  1546920006121, 2.63873339e-01,-2.34318733e+00, 8.86112690e-01
        Sitting,              0,  1546920006221,-1.80464268e-01, 6.47814274e-01, 3.79345417e+00
        Sitting,              0,  1546920006322,-2.69725084e-01, 1.81169510e-02,-1.32115841e-01
        Sitting,              0,  1546920006422, 2.02320337e-01, 1.35586643e+00,-2.96413946e+00
        Sitting,              0,  1546920006522, 6.14086151e-01,-1.47403431e+00, 4.13863897e-01
        Sitting,              0,  1546920006623,-1.79213631e+00,-1.00878429e+00, 4.01349545e-01
        Sitting,              0,  1546920006723, 6.88275146e+00,-7.10152817e+00,-1.13994551e+00
        Sitting,              0,  1546920006823,-1.24148178e+00, 2.47194242e+00,-1.14610996e+01
        Sitting,              0,  1546920006923, 1.01560891e+00, 2.54329300e+00, 4.19409227e+00
        Sitting,              0,  1546920007023, 1.27564645e+00, 3.12900543e-03,-3.89156938e-01
        Sitting,              0,  1546920007123,-2.57041359e+00, 3.29904556e-01, 9.76587355e-01
        Sitting,              0,  1546920007223,-2.82137752e-01, 5.74270344e+00, 2.09745932e+00
        Sitting,              0,  1546920007323, 9.34360087e-01,-3.81846905e+00, 2.92320132e-01
        Sitting,              0,  1546920007424, 1.72663808e+00,-4.80029297e+00,-1.25643659e+00
        Sitting,              0,  1546920007523,-7.74342895e-01, 3.32307339e+00, 4.22328383e-01
        Sitting,              0,  1546920007624,-3.20368886e-01, 4.46755123e+00, 1.70818758e+00
        Sitting,              0,  1546920007723,-1.63212681e+00,-5.63194466e+00,-2.80473292e-01
        Sitting,              0,  1546920007824, 1.64889538e+00,-1.16169357e+00,-1.22365165e+00
        Sitting,              0,  1546920007924,-2.16072631e+00, 3.87747002e+00,-1.64630771e+00
        Sitting,              0,  1546920008024,-1.65416896e+00,-6.85765266e-01,-3.10056031e-01
        Sitting,              0,  1546920008124,-1.66529250e+00,-2.85383224e-01, 1.10086000e+00
        Sitting,              0,  1546920008224, 9.07526076e-01,-6.55713081e-01,-2.64092684e-02
        Sitting,              0,  1546920008324, 2.29317367e-01, 3.22854614e+00,-1.83167636e+00
        Sitting,              0,  1546920008425,-2.94875240e+00,-3.59192848e+00,-4.94598627e-01
