     "Activity",           "ID",     "Time[ms]",           "ax",           "ay",           "az"
       Standing,              1,  1546943300736,-1.13947451e+00, 9.59567547e-01, 2.35705090e+00
       Standing,              1,  1546943300836, 1.23738301e+00,-6.18620038e-01,-2.87041855e+00
       Standing,              1,  1546943300936,-1.61010027e-02, 4.97434318e-01, 8.26767921e-01
       Standing,              1,  1546943301036, 3.92864227e-01, 7.05766678e-03,-4.35249329e-01
       Standing,              1,  1546943301136,-3.81204247e-01, 1.42216063e+00, 8.71223450e-01
       Standing,              1,  1546943301236,-1.80837154e+00, 1.15663886e+00,-5.07552147e-01
       Standing,              1,  1546943301336, 8.67079020e-01,-2.18757272e+00, 4.12245750e-01
       Standing,              1,  1546943301436,-1.00871181e+00, 8.09767485e-01, 6.41052151e+00
       Standing,              1,  1546943301536,-1.29222453e+00,-6.58013105e-01,-2.90008545e-01
       Standing,              1,  1546943301637,-1.48855293e+00, 1.89285398e+00,-1.57182693e-01
       Standing,              1,  1546943301736, 4.07912493e-01,-8.43712449e-01,-5.46659470e-01
       Standing,              1,  1546943301836,-2.37369418e-01, 2.98020840e-02,-7.80588150e-01
       Standing,              1,  1546943301937,-6.32239282e-01,-1.64060128e+00,-2.04179764e-01
       Standing,              1,  1546943302037,-3.64241576e+00,-4.39183807e+00, 2.47583580e+00
       Standing,              1,  1546943302137, 3.08095026e+00,-4.48725939e+00,-5.20596027e+00
       Standing,              1,  1546943302237, 2.44227362e+00,-4.30703282e-01, 3.18269539e+00
       Standing,              1,  1546943302337,-2.58119106e+00,-2.32472992e+00, 4.69369221e+00
       Standing,              1,  1546943302437, 1.05166101e+00,-2.13133454e+00, 6.19159603e+00
       Standing,              1,  1546943302536, 4.06660080e-01,-9.99996424e-01,-7.53310561e-01
       Standing,              1,  1546943302637, 1.06627846e+00,-1.61848402e+00,-3.66030431e+00
       Standing,              1,  1546943302737,-2.12900448e+00, 1.58594656e+00, 2.98193693e-02
       Standing,              1,  1546943302837,-2.26249361e+00, 2.44678092e+00, 2.57028675e+00
       Standing,              1,  1546943302938, 3.44858980e+00,-3.52925301e+00,-1.09622326e+01
       Standing,              1,  1546943303038,-2.40079212e+00, 1.24199104e+00, 2.49646258e+00
       Standing,              1,  1546943303138,-9.55202579e-01, 4.54906178e+00, 2.43835807e+00
       Standing,              1,  1546943303239, 2.55320454e+00,-3.04655838e+00,-6.85015678e-01
       Standing,              1,  1546943303339,-9.49422836e-01,-1.65855885e-01,-1.78102779e+00
       Standing,              1,  1546943303439, 2.65431309e+00,-1.82642937e-02,-1.78846669e+00
       Standing,              1,  1546943303539,-3.49497366e+00, 3.84104252e-01, 1.93033361e+00
       Standing,              1,  1546943303639,-2.75586367e+00, 1.59156275e+00, 1.46202374e+00
       Standing,              1,  1546943303739, 1.33289061e+01,-2.37379551e+00, 5.79237819e-01
       Standing,              1,  1546943303839,-2.63433814e+00,-7.68623352e-01,-6.44182980e-01
       Standing,              1,  1546943303939,-4.48168755e-01,-2.09372330e+00,-7.73228693e+00
       Standing,              1,  1546943304039, 3.02829456e+00,-2.53066063e-01, 8.58486366e+00
       Standing,              1,  1546943304140, 8.07523727e+00,-2.86175919e+00, 6.54491043e+00
       Standing,              1,  1546943304240,-9.45217371e-01,-1.36543322e+00, 4.36384201e-01
       Standing,              1,  1546943304339,-9.49121118e-01, 2.14160013e+00,-1.86691284e+00
       Standing,              1,  1546943304439,-3.41340733e+00, 2.67238569e+00, 2.72945499e+00
       Standing,              1,  1546943304540,-1.83315277e-02,-2.77087641e+00, 3.42099762e+00
       Standing,              1,  1546943304637,-1.06780791e+00,-1.19859600e+00, 1.18974733e+00
       Standing,              1,  1546943304739, 6.18681192e-01, 1.11305618e+00,-1.77338481e+00
